symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,fileSize 
NATHBIOGEN,Board Meeting Intimation,04072025124349,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_59038_1477206_04072025124348_WEB.xml,Nath Bio-Genes (India) Limited,INE448G01010,04-Jul-2025 12:43:49,2025-07-04 12:43:49,106289779,nan,nan,NATH BIO-GENES (INDIA) LIMITED has informed the Exchange about Board Meeting to be held on 11-Jul-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2025 .,nan,nan,nan,04-Jul-2025 12:43:50,00:00:01,2 KB
IXIGO,Board Meeting Intimation,04072025124347,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_59037_1477204_04072025124347_WEB.xml,Le Travenues Technology Limited,INE0HV901016,04-Jul-2025 12:43:47,2025-07-04 12:43:47,106289778,nan,nan,LE TRAVENUES TECHNOLOGY LIMITED has informed the Exchange about Board Meeting to be held on 16-Jul-2025 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2025 and Other business.,nan,nan,nan,04-Jul-2025 12:43:48,00:00:01,3 KB
FEDERALBNK,Product launch,04072025124328,https://nsearchives.nseindia.com/corporate/FEDERALBNK_04072025124250_FBL_ExchangeDisclosure_NRE_NRO_Current_Draft_040725.pdf,The Federal Bank  Limited,INE171A01011,04-Jul-2025 12:43:28,2025-07-04 12:43:28,106289777,Banks,nan,The Federal Bank  Limited has informed the Exchange about Product launch,nan,nan,nan,04-Jul-2025 12:43:29,00:00:01,313 KB
SHREERAMA,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",04072025124259,https://nsearchives.nseindia.com/corporate/SHREERAMA_04072025124248_Certificate7430062025.pdf,Shree Rama Multi-Tech Limited,INE879A01019,04-Jul-2025 12:42:59,2025-07-04 12:42:59,106289775,Packaging,nan,"Shree Rama Multi-Tech Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,04-Jul-2025 12:43:00,00:00:01,764 KB
TVTODAY,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",04072025124246,https://nsearchives.nseindia.com/corporate/TVTODAY_04072025124224_SE_Intimation_74.pdf,TV Today Network Limited,INE038F01029,04-Jul-2025 12:42:46,2025-07-04 12:42:46,106289774,Media & Entertainment,nan,"TV Today Network Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended June 30, 2025",nan,nan,nan,04-Jul-2025 12:42:48,00:00:02,186 KB
DCBBANK,ESOP/ESOS/ESPS,04072025124150,https://nsearchives.nseindia.com/corporate/ujwal727_04072025124132_BSENSELetterAllotmentOfSharesESOP04072025.pdf,DCB Bank Limited,INE503A01015,04-Jul-2025 12:41:50,2025-07-04 12:41:50,106289773,nan,nan,DCB Bank Limited has informed the Exchange regarding Allotment of 13300  Shares.,nan,nan,nan,04-Jul-2025 12:41:51,00:00:01,189 KB
SURAKSHA,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",04072025124048,https://nsearchives.nseindia.com/corporate/SURAKSHA_04072025124003_Reg_74_5_-Suraksha.pdf,Suraksha Diagnostic Limited,INE877V01027,04-Jul-2025 12:40:48,2025-07-04 12:40:48,106289772,nan,nan,"Suraksha Diagnostic Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,04-Jul-2025 12:40:49,00:00:01,1003 KB
IKS,Disclosure under SEBI Takeover Regulations,04072025124024,https://nsearchives.nseindia.com/corporate/team_bbodade_08052025181209_IKS.pdf,Inventurus Knowledge Solutions Limited,INE115Q01022,04-Jul-2025 12:40:24,2025-07-04 12:40:24,106224684,nan,nan,"Rekha Jhunjhunwala has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 12:40:25,00:00:01,1.04 MB
SAMPANN,Disclosure under SEBI Takeover Regulations,04072025124018,https://nsearchives.nseindia.com/corporate/team_bbodade_07052025184902_SAMPANN1.pdf,Sampann Utpadan India Limited,INE735M01018,04-Jul-2025 12:40:18,2025-07-04 12:40:18,106223283,nan,nan,"Sachin Agarwal, Shikha Agarwal, Aanjanayae Agarwal, Anadyae Agarwal, Samast Vikas Ltd, Superteck Printing Private Ltd has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 12:40:19,00:00:01,526 KB
SICALLOG,Disclosure under SEBI Takeover Regulations,04072025124016,https://nsearchives.nseindia.com/corporate/team_bbodade_09052025165044_Sical.pdf,Sical Logistics Limited,INE075B01020,04-Jul-2025 12:40:16,2025-07-04 12:40:16,106224459,nan,nan,"Pristine Malwa Logistics Park Private Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 12:40:17,00:00:01,1.35 MB
HERITGFOOD,Updates,04072025122009,https://nsearchives.nseindia.com/corporate/HERITGFOOD_04072025122000_One_page_Letter.pdf,Heritage Foods Limited,INE978A01019,04-Jul-2025 12:20:09,2025-07-04 12:20:09,106289755,Food And Food Processing,nan,Heritage Foods Limited has informed the Exchange regarding 'Letter providing a web-link of the Annual Report 2024-25 to those Members who have not registered their e-mail addresses with the Company / Registrar & Transfer Agent / Depositories'.,nan,nan,nan,04-Jul-2025 12:20:10,00:00:01,298 KB
IL&FSTRANS,Statement of deviation(s) or variation(s) under Reg. 32,04072025121928,https://nsearchives.nseindia.com/corporate/jyotsnam_04072025121917_NSE_BSE_-_Reg32_Intimation_300602025_signed.pdf,IL&FS Transportation Networks Limited,INE975G01012,04-Jul-2025 12:19:28,2025-07-04 12:19:28,106289754,Travel And Transport,nan,IL&FS Transportation Networks Limited has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32,nan,nan,nan,04-Jul-2025 12:19:29,00:00:01,99 KB
POLYPLEX,Credit Rating,04072025121915,https://nsearchives.nseindia.com/corporate/POLYPLEX_04072025121831_Polyplex_credit_rating.pdf,Polyplex Corporation Limited,INE633B01018,04-Jul-2025 12:19:15,2025-07-04 12:19:15,106289753,Packaging,nan,Polyplex Corporation Limited has informed the Exchange about Credit Rating,nan,nan,nan,04-Jul-2025 12:19:16,00:00:01,548 KB
KALYANI,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,04072025121758,https://nsearchives.nseindia.com/corporate/xbrl/CIM_59036_1477183_04072025121758_WEB.xml,Kalyani Commercials Limited,INE610E01010,04-Jul-2025 12:17:58,2025-07-04 12:17:58,106289751,nan,nan,KALYANI COMMERCIALS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,nan,nan,nan,04-Jul-2025 12:17:59,00:00:01,5 KB
SHRIRAMPPS,Press Release,04072025121411,https://nsearchives.nseindia.com/corporate/SHRIRAMPPS_04072025121351_Press_Release_on_Codename_The_One.pdf,Shriram Properties Limited,INE217L01019,04-Jul-2025 12:14:11,2025-07-04 12:14:11,106289750,nan,nan,"Shriram Properties Limited has informed the Exchange regarding a press release dated July 04, 2025, titled ""Shriram Properties launches a new project under  Codename: The One "".",nan,nan,nan,04-Jul-2025 12:14:12,00:00:01,590 KB
UNITEDTEA,Trading Window-XBRL,04072025121120,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1477177_04072025121119_WEB.xml,The United Nilgiri Tea Estates Company Limited,INE458F01011,04-Jul-2025 12:11:20,2025-07-04 12:11:20,106289748,Tea And Coffee,nan,THE UNITED NILGIRI TEA ESTATES COMPANY LIMITED has informed the Exchange about Closure of Trading Window,nan,nan,nan,04-Jul-2025 12:11:21,00:00:01,2 KB
VRLLOG,Outcome of Board Meeting-XBRL,04072025121116,https://nsearchives.nseindia.com/corporate/xbrl/OUTCOME_1477176_04072025121116_WEB.xml,VRL Logistics Limited,INE366I01010,04-Jul-2025 12:11:16,2025-07-04 12:11:16,106289747,nan,nan,VRL LOGISTICS LIMITED has informed the Exchange regarding Outcome of Board Meeting held on 04-Jul-2025 for Bonus Shares,nan,nan,nan,04-Jul-2025 12:11:17,00:00:01,6 KB
UGROCAP,Alteration Of Capital and Fund Raising-XBRL,04072025121102,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1477175_04072025121101_WEB.xml,Ugro Capital Limited,INE583D01011,04-Jul-2025 12:11:02,2025-07-04 12:11:02,106289746,nan,nan,UGRO Capital Limited has informed the Exchange regarding Allotment of Securities,nan,nan,nan,04-Jul-2025 12:11:03,00:00:01,4 KB
HERITGFOOD,Shareholders meeting,04072025121002,https://nsearchives.nseindia.com/corporate/HERITGFOOD_04072025120948_33rd_AGM_Notice.pdf,Heritage Foods Limited,INE978A01019,04-Jul-2025 12:10:02,2025-07-04 12:10:02,106289735,Food And Food Processing,nan,"Heritage Foods Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on July 31, 2025",nan,nan,nan,04-Jul-2025 12:10:02,00:00:00,651 KB
UNITEDTEA,Trading Window,04072025120949,https://nsearchives.nseindia.com/corporate/kpsarathy_04072025120922_Closure_of_Trading_Window_01_07_2025.pdf,The United Nilgiri Tea Estates Company Limited,INE458F01011,04-Jul-2025 12:09:49,2025-07-04 12:09:49,106289734,Tea And Coffee,nan,"The United Nilgiri Tea Estates Company Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",nan,nan,nan,04-Jul-2025 12:09:50,00:00:01,85 KB
ADANIPOWER,Credit Rating,04072025120554,https://nsearchives.nseindia.com/corporate/ADANIPOWER_04072025120527_APLICRAReaffirmsAPLAA04072025.pdf,Adani Power Limited,INE814H01011,04-Jul-2025 12:05:54,2025-07-04 12:05:54,106289732,Power,nan,Adani Power Limited has informed the Exchange about Credit Rating,nan,nan,nan,04-Jul-2025 12:05:55,00:00:01,177 KB
UJJIVANSFB,Analysts/Institutional Investor Meet/Con. Call Updates,04072025120434,https://nsearchives.nseindia.com/corporate/UJJIVANBANK_04072025120421_44_Intimation_Earnings_Call_Q1_Combined.pdf,Ujjivan Small Finance Bank Limited,INE551W01018,04-Jul-2025 12:04:34,2025-07-04 12:04:34,106289731,nan,nan,Ujjivan Small Finance Bank Limited has informed the Exchange about Schedule of meet,nan,nan,nan,04-Jul-2025 12:04:35,00:00:01,436 KB
SSDL,General Updates,04072025120322,https://nsearchives.nseindia.com/corporate/SARASWATI_04072025120259_Intimation_Reg30_signed.pdf,Saraswati Saree Depot Limited,INE0PQ101010,04-Jul-2025 12:03:22,2025-07-04 12:03:22,106289730,nan,nan,Saraswati Saree Depot Limited has informed the Exchange about General Updates,nan,nan,nan,04-Jul-2025 12:03:23,00:00:01,5.46 MB
UJJIVANSFB,Board Meeting Intimation,04072025120250,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_59035_1477172_04072025120249_WEB.xml,Ujjivan Small Finance Bank Limited,INE551W01018,04-Jul-2025 12:02:50,2025-07-04 12:02:50,106289729,nan,nan,Ujjivan Small Finance Bank Limited has informed the Exchange about Board Meeting to be held on 24-Jul-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2025 .,nan,nan,nan,04-Jul-2025 12:02:50,00:00:00,3 KB
SUPREMEINF,Outcome of Board Meeting,04072025120006,https://nsearchives.nseindia.com/corporate/SUPREMEINF_04072025115852_OutcomeOfMeeting.pdf,Supreme Infrastructure India Limited,INE550H01011,04-Jul-2025 12:00:06,2025-07-04 12:00:06,106289728,Construction,nan,"Supreme Infrastructure India Limited has informed the Exchange regarding Outcome of Board Meeting held on July 03, 2025.",nan,nan,nan,04-Jul-2025 12:00:08,00:00:02,2.53 MB
RAYMOND,Disclosure under SEBI Takeover Regulations,04072025115904,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025174630_RAYMOND.pdf,Raymond Limited,INE301A01014,04-Jul-2025 11:59:04,2025-07-04 11:59:04,106231568,Textile Products,nan,"Raymond Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:59:05,00:00:01,50 KB
RTNPOWER,Disclosure under SEBI Takeover Regulations,04072025115837,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025174028_RTNPOWER.pdf,RattanIndia Power Limited,INE399K01017,04-Jul-2025 11:58:37,2025-07-04 11:58:37,106231529,nan,nan,"Heliotrope Real Estate Private Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:58:38,00:00:01,120 KB
VRLLOG,Bonus,04072025115805,https://nsearchives.nseindia.com/corporate/VRLLOGI_04072025115729_OutcomeofBoardMeetingbonusshares04072025.pdf,VRL Logistics Limited,INE366I01010,04-Jul-2025 11:58:05,2025-07-04 11:58:05,106289726,nan,nan,"VRL Logistics Limited has informed the Exchange that the Board of Directors at its meeting held on July 04, 2025, have considered and approved bonus at the ratio of 1 : 1, i.e 1 Equity Shares for every 1 Equity Shares held.",nan,nan,nan,04-Jul-2025 11:58:05,00:00:00,687 KB
RTNPOWER,Disclosure under SEBI Takeover Regulations,04072025115742,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025175555_RTNPOWER1.pdf,RattanIndia Power Limited,INE399K01017,04-Jul-2025 11:57:42,2025-07-04 11:57:42,106231606,nan,nan,"Rajiv Rattan has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:57:43,00:00:01,117 KB
DEVIT,Bagging/Receiving of orders/contracts,04072025115730,https://nsearchives.nseindia.com/corporate/DEVIT_04072025115717_intimationRajcomS.pdf,Dev Information Technology Limited,INE060X01018,04-Jul-2025 11:57:30,2025-07-04 11:57:30,106289725,nan,nan,Dev Information Technology Limited has informed the Exchange about Bagging/Receiving of orders/contracts,nan,nan,nan,04-Jul-2025 11:57:32,00:00:02,278 KB
360ONE,Disclosure under SEBI Takeover Regulations,04072025115719,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025175803_360ONE.pdf,360 ONE WAM LIMITED,INE466L01020,04-Jul-2025 11:57:19,2025-07-04 11:57:19,106231612,nan,nan,"Yatin shah has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:57:20,00:00:01,204 KB
MEDIASSIST,Disclosure under SEBI Takeover Regulations,04072025115649,https://nsearchives.nseindia.com/corporate/vipulr_04072025115639_Mediass.zip,Medi Assist Healthcare Services Limited,INE456Z01021,04-Jul-2025 11:56:49,2025-07-04 11:56:49,106231635,nan,nan,"Medi Assist Healthcare Services Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:56:50,00:00:01,321 KB
VSSL,Allotment of Securities,04072025115523,https://nsearchives.nseindia.com/corporate/VSSL_04072025115203_Outcome.pdf,Vardhman Special Steels Limited,INE050M01012,04-Jul-2025 11:55:23,2025-07-04 11:55:23,106289722,Steel And Steel Products,nan,"Vardhman Special Steels Limited has informed the Exchange regarding allotment of 14770100 securities pursuant to Preferential Issue at its meeting held on July 04, 2025",nan,nan,nan,04-Jul-2025 11:55:24,00:00:01,1.26 MB
SUPREMEINF,Outcome of Board Meeting,04072025115454,https://nsearchives.nseindia.com/corporate/SUPREMEINF_04072025115420_OutcomeOfMeeting.pdf,Supreme Infrastructure India Limited,INE550H01011,04-Jul-2025 11:54:54,2025-07-04 11:54:54,106289721,Construction,nan,"Supreme Infrastructure India Limited has informed the Exchange regarding  Board meeting held on July 03, 2025.",nan,nan,nan,04-Jul-2025 11:54:55,00:00:01,2.53 MB
UGROCAP,ESOP/ESOS/ESPS,04072025115327,https://nsearchives.nseindia.com/corporate/UGROCAP_04072025115252_OutcomeAllotmentofESOS27062025.pdf,Ugro Capital Limited,INE583D01011,04-Jul-2025 11:53:27,2025-07-04 11:53:27,106289720,nan,nan,Intimation of allotment of ESOP,nan,nan,nan,04-Jul-2025 11:53:28,00:00:01,2.53 MB
AVADHSUGAR,Updates,04072025115257,https://nsearchives.nseindia.com/corporate/AVADHSUGAR_04072025114854_Aselwebsite.pdf,Avadh Sugar & Energy Limited,INE349W01017,04-Jul-2025 11:52:57,2025-07-04 11:52:57,106289719,nan,nan,Avadh Sugar & Energy Limited has informed the Exchange regarding 'Change in  Website of the Company'.,nan,nan,nan,04-Jul-2025 11:52:58,00:00:01,510 KB
UPL,Copy of Newspaper Publication,04072025115201,https://nsearchives.nseindia.com/corporate/UPL_04072025115150_SE_Intimation_AGM_Evoting_information.pdf,UPL Limited,INE628A01036,04-Jul-2025 11:52:01,2025-07-04 11:52:01,106289718,nan,nan,UPL Limited has informed the Exchange about Copy of Newspaper Publication,nan,nan,nan,04-Jul-2025 11:52:02,00:00:01,1.15 MB
KIRLOSBROS,Disclosure under SEBI Takeover Regulations,04072025115134,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025181712_KIRLOSBROS.pdf,Kirloskar Brothers Limited,INE732A01036,04-Jul-2025 11:51:34,2025-07-04 11:51:34,106231688,Compressors / Pumps,nan,"Atul Kirloskar has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:51:35,00:00:01,232 KB
UJJIVANSFB,General Updates,04072025115122,https://nsearchives.nseindia.com/corporate/UJJIVANBANK_04072025115110_Business_Update_Q1_FY26.pdf,Ujjivan Small Finance Bank Limited,INE551W01018,04-Jul-2025 11:51:22,2025-07-04 11:51:22,106289717,nan,nan,Ujjivan Small Finance Bank Limited has informed the Exchange about Key Business Number for Q1 FY26,nan,nan,nan,04-Jul-2025 11:51:24,00:00:02,307 KB
KIRLOSIND,Disclosure under SEBI Takeover Regulations,04072025115057,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025181938_KIRLOSIND.pdf,Kirloskar Industries Limited,INE250A01039,04-Jul-2025 11:50:57,2025-07-04 11:50:57,106231697,Finance,nan,"Atul kirloskar has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:50:59,00:00:02,230 KB
ADVENZYMES,Disclosure under SEBI Takeover Regulations,04072025115027,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025182458_ADVENZYMES.pdf,Advanced Enzyme Technologies Limited,INE837H01012,04-Jul-2025 11:50:27,2025-07-04 11:50:27,106231721,nan,nan,"Advanced Enzyme Technologies Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:50:28,00:00:01,30 KB
ELECTCAST,Disclosure under SEBI Takeover Regulations,04072025114745,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025173312_Electro.pdf,Electrosteel Castings Limited,INE086A01029,04-Jul-2025 11:47:45,2025-07-04 11:47:45,106231504,Castings/Forgings,nan,"G K & Sons Pvt Ltd has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:47:46,00:00:01,1.28 MB
MARATHON,Press Release,04072025114340,https://nsearchives.nseindia.com/corporate/MARATHON_04072025114323_PRESSRELEASE.pdf,Marathon Nextgen Realty Limited,INE182D01012,04-Jul-2025 11:43:40,2025-07-04 11:43:40,106289716,nan,nan,"Marathon Nextgen Realty Limited has informed the Exchange regarding a press release dated July 04, 2025, titled ""Press Release - Marathon Nextgen Realty Limited successfully raises &#8377;900 Crores through Qualified Institutions Placement"".",nan,nan,nan,04-Jul-2025 11:43:41,00:00:01,1.40 MB
TATAELXSI,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",04072025113935,https://nsearchives.nseindia.com/corporate/TELNSE_04072025113754_Reg74.pdf,Tata Elxsi Limited,INE670A01012,04-Jul-2025 11:39:35,2025-07-04 11:39:35,106289715,Computers - Software,nan,"Tata Elxsi Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,04-Jul-2025 11:39:36,00:00:01,218 KB
STANLEY,General Updates,04072025113832,https://nsearchives.nseindia.com/corporate/STANLEY2023_04072025113815_SLL_SE_intimation_esop_Allotment_of_sharessd.pdf,Stanley Lifestyles Limited,INE01A001028,04-Jul-2025 11:38:32,2025-07-04 11:38:32,106289714,nan,nan,Stanley Lifestyles Limited has informed the Exchange about General Updates,nan,nan,nan,04-Jul-2025 11:38:33,00:00:01,353 KB
VSTL,Action(s) taken or orders passed,04072025113817,https://nsearchives.nseindia.com/corporate/VIBHOR_04072025113407_Intimation_under_Regulation_30.pdf,Vibhor Steel Tubes Limited,INE0QTF01015,04-Jul-2025 11:38:17,2025-07-04 11:38:17,106289713,nan,nan,Vibhor Steel Tubes Limited has informed the Exchange about Action(s) taken or orders passed,nan,nan,nan,04-Jul-2025 11:38:18,00:00:01,369 KB
NTL,Structural Digital Database,04072025113707,https://nsearchives.nseindia.com/corporate/NTL_04072025113657_SSDcertificatesigned.pdf,Neueon Towers Limited,INE333I01036,04-Jul-2025 11:37:07,2025-07-04 11:37:07,106289711,nan,nan,"SDD COMPLIANCE CERTIFICATE FOR THE QUARTER ENDED JUNE 30, 2025",nan,nan,nan,04-Jul-2025 11:37:08,00:00:01,213 KB
MATRIMONY,Disclosure under SEBI Takeover Regulations,04072025113124,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025160233_MATRIMONY.pdf,Matrimony.Com Limited,INE866R01028,04-Jul-2025 11:31:24,2025-07-04 11:31:24,106231268,nan,nan,"Mr. Murugavel Janakiraman ,Mrs. Deepa Murugavel ,Mr. Ravi Janakiraman,R. Balaji  has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:31:25,00:00:01,56 KB
RTNPOWER,Disclosure under SEBI Takeover Regulations,04072025113054,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025155918_RTNPOWER.pdf,RattanIndia Power Limited,INE399K01017,04-Jul-2025 11:30:54,2025-07-04 11:30:54,106231261,nan,nan,"Jarul Infrastructure Private Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:30:55,00:00:01,120 KB
ATNINTER,Disclosure under SEBI Takeover Regulations,04072025113007,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025155653_ATNINTER.pdf,ATN International Limited,INE803A01027,04-Jul-2025 11:30:07,2025-07-04 11:30:07,106231254,Finance,nan,"ATN International Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:30:08,00:00:01,2.25 MB
TATAELXSI,Analysts/Institutional Investor Meet/Con. Call Updates,04072025112738,https://nsearchives.nseindia.com/corporate/TELNSE_04072025112707_Q1FY26EarningscallSEIntimation.pdf,Tata Elxsi Limited,INE670A01012,04-Jul-2025 11:27:38,2025-07-04 11:27:38,106289709,Computers - Software,nan,Tata Elxsi Limited has informed the Exchange about Schedule of meet,nan,nan,nan,04-Jul-2025 11:27:39,00:00:01,351 KB
BLUECHIP,Disclosure under SEBI Takeover Regulations,04072025112659,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025155445_BLUECHIP.pdf,Blue Chip India Limited,INE657B01025,04-Jul-2025 11:26:59,2025-07-04 11:26:59,106231250,Finance,nan,"Blue Chip India Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:27:00,00:00:01,1.75 MB
HUDCO,Disclosure under SEBI Takeover Regulations,04072025112608,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025155013_HUDCO.pdf,Housing & Urban Development Corporation Limited,INE031A07873,04-Jul-2025 11:26:08,2025-07-04 11:26:08,106231241,nan,nan,"Housing & Urban Development Corporation Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:26:09,00:00:01,772 KB
SHRIPISTON,Disclosure under SEBI Takeover Regulations,04072025112452,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025154402_SHRIPISTON.pdf,Shriram Pistons & Rings Limited,INE526E01018,04-Jul-2025 11:24:52,2025-07-04 11:24:52,106231231,nan,nan,"Deepak Shriram Family Benefit Trust has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:24:54,00:00:02,1.03 MB
RTNPOWER,Disclosure under SEBI Takeover Regulations,04072025112348,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025182703_RTNPOWER2.pdf,RattanIndia Power Limited,INE399K01017,04-Jul-2025 11:23:48,2025-07-04 11:23:48,106231726,nan,nan,"RattanIndia Enterprises Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:23:48,00:00:00,121 KB
360ONE,Disclosure under SEBI Takeover Regulations,04072025112317,https://nsearchives.nseindia.com/corporate/team_bbodade_14052025182842_360ONE1.pdf,360 ONE WAM LIMITED,INE466L01020,04-Jul-2025 11:23:17,2025-07-04 11:23:17,106231733,nan,nan,"360 ONE WAM LIMITED has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 11:23:17,00:00:00,204 KB
RVHL,Disclosure under SEBI Takeover Regulations,04072025002957,https://nsearchives.nseindia.com/corporate/team_sandeshc_09052025114854_16.pdf,Ravinder Heights Limited,INE09E501017,04-Jul-2025 00:29:57,2025-07-04 00:29:57,106225521,nan,nan,"Sunanda Jain has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:29:58,00:00:01,930 KB
